id,name,phone,address,lat,lng
52,台中美村特約服務中心,04-23029689,台中市西區美村路一段158號,24.150356,120.66136499999999
93,豐原成功特約服務中心,04-25295959,台中市豐原區中正路618號,24.250167899999997,120.705979
71,台中東興服務中心,123或0800-080123,台中市南屯區東興路二段62號,24.1377092,120.6531642
75,台中黎明二特約服務中心,04-22593858,台中市南屯區黎明路二段456號、458號,24.152123,120.63524109999999
27,台中松竹特約服務中心,04-22427755,台中市北屯區松竹路二段208號1樓,24.183404,120.694533
70,台中東興特約服務中心,04-24711289,台中市南屯區東興路二段189號,24.141302,120.652758
47,台中西屯特約服務中心,04-23153009,台中市西屯路二段10號,24.163743399999998,120.6622477
91,豐原中山服務中心,123或0800-080123,台中市豐原區中山路412號,24.24695,120.71526999999999
24,台中昌平特約服務中心,04-22470828,台中市北屯區昌平路一段109號,24.174942,120.690067
62,梨山服務中心,123或0800-080123,台中市和平區中正路90號,24.254190700000002,121.2520918
13,大雅中清特約服務中心,04-25689393,台中市大雅區中清南路292號,24.2261859,120.64518500000001
87,潭子服務中心,123或0800-080123,台中市潭子區潭興路三段40號,24.211755399999998,120.70411709999999
95,豐原南陽特約服務中心,04-25120797,台中市豐原區南陽路352號,24.246363,120.725669
88,潭子頭張特約服務中心,04-25351889,台中市潭子區頭張路一段1號,24.194309,120.70227709999999
89,國際服務中心,123或0800-080123,台中市龍井區國際街126號,24.1868021,120.5955158
10,立仁服務中心,123或0800-080123,台中市大里區立仁路172號,24.107086,120.70361899999999
63,台中復興特約服務中心,04-22203838,台中市東區復興路四段116號,24.1355805,120.686048
57,沙鹿中山服務中心,123或0800-080123,台中市沙鹿區中山路205號,24.2678749,120.574762
65,東勢服務中心,123或0800-080123,台中市東勢區本街244號,24.2570585,120.827739
45,台中福雅特約服務中心,04-24637755,台中市西屯區福雅路111-1~113號,24.1857678,120.6192307
36,后里服務中心,123或0800-080123,台中市后里區甲后路一段641號,24.309518,120.7176149
35,學士服務中心,123或0800-080123,台中市北區學士路187號,24.159917999999998,120.68063899999999
4,大甲經國特約服務中心,04-26868383,台中市大甲區興安路8號,24.347162,120.61688400000001
20,中清服務中心,123或0800-080123,台中市北屯區中清路二段713號,24.1853613,120.66406229999998
59,台中機場服務中心(台中航空站內),123或0800-080123,台中市沙鹿區中航路1段168號,24.260477899999998,120.59564879999999
61,沙鹿沙田特約服務中心,04-26633366,台中市沙鹿區沙田路148號,24.2365775,120.5596707
58,沙鹿中山二特約服務中心,04-26633385,台中市沙鹿區中山路375號,24.240112699999997,120.560175
12,國光服務中心,123或0800-080123,台中市大里區國光路二段735號,24.115471499999998,120.67903970000002
68,文心服務中心,123或0800-080123,台中市南屯區文心路一段351號,24.147314899999998,120.646406
11,塗城服務中心,123或0800-080123,台中市大里區成功路463號,24.0894641,120.7027959
86,潭子中山特約服務中心,04-25336655,台中市潭子區中山路二段482之2號,24.2169723,120.70576750000001
77,台中國光特約服務中心,04-22855656,台中市南區國光路111號,24.128694,120.678395
25,東山服務中心,123或0800-080123,台中市北屯區東山路一段212之2號,24.172849399999997,120.7130541
