id,name,phone,address,lat,lng
62,屈臣氏新生門市,02-23577916,台北市中正區新生南路一段104號,25.0398294,121.53255190000002
88,屈臣氏民環門市,02-27473649,台北市松山區民生東路五段188號,25.058684399999997,121.5641729
58,屈臣氏誠品捷門市,02-23612936,台北市中正區忠孝西路一段49號B1,25.046384600000003,121.5178642
46,屈臣氏伊通門市,02-25079825,台北市中山區南京東路二段178號,25.0518054,121.5350793
71,屈臣氏康樂門市,02-26337815,台北市內湖區康樂街116-4號,25.071248100000002,121.6190057
7,屈臣氏文林門市,02-28838569,台北市士林區文林路130號,25.088538600000003,121.52654679999999
11,屈臣氏德行西門市,02-28312305,台北市士林區德行西路78號1樓,25.1045016,121.52193799999999
95,屈臣氏南寧門市,02-27132659,台北市松山區南京東路四段131號,25.0518337,121.55501149999999
32,屈臣氏師大門市,02-23696928,台北市大安區師大路43號,25.024576800000002,121.52866829999999
106,屈臣氏威秀門市,02-87809257,台北市信義區松壽路20號1樓,25.035635600000003,121.5670989
94,屈臣氏南二門市,02-27631237,台北市松山區南京東路五段64號,25.0512938,121.56065149999999
79,屈臣氏北投二門市,02-28957295,台北市北投區中和街319號1-3樓、321號1樓,25.140778,121.499845
84,屈臣氏磺港門市,02-28978578,台北市北投區磺港路8號,25.133249,121.502095
108,屈臣氏中坡門市,02-26522251,台北市南港區忠孝東路五段982號,25.044545,121.58251499999999
103,屈臣氏松二門市,02-27270714,台北市信義區松山路564、566號,25.037309,121.578158
24,屈臣氏臥龍門市,02-23255321,台北市大安區和平東路二段365號,25.0249436,121.54658470000001
57,屈臣氏誠品站門市,02-23111901,台北市中正區忠孝西路一段47號,25.046753,121.517177
29,屈臣氏信義三門市,02-27087161,台北市大安區信義路四段22號1-2F,25.0330582,121.54444109999999
85,屈臣氏台安門市,02-27118985,台北市松山區八德路二段406號,25.048098,121.5468166
98,屈臣氏吳興門市,02-27229927,台北市信義區吳興街225號,25.0278062,121.56313159999999
80,屈臣氏石牌門市,02-28236841,台北市北投區石牌路二段76號,25.1166564,121.51627820000002
38,屈臣氏雙連門市,02-25224551,台北市中山區民生西路54號,25.0575681,121.52114209999999
31,屈臣氏龍泉門市,02-23683013,台北市大安區師大路125號,25.021942499999998,121.52833009999999
59,屈臣氏新古亭門市,02-23650210,台北市中正區南昌路二段70號,25.026638199999997,121.52118429999999
70,屈臣氏東湖門市,02-26313452,台北市內湖區東湖路31號,25.0689387,121.6134707
23,屈臣氏和平東門市,02-23215970,台北市大安區和平東路一段29號,25.0257522,121.5385237
20,屈臣氏永信門市,02-33932318,台北市大安區永康街2號,25.0333863,121.52981799999999
41,屈臣氏林森門市,02-25678964,台北市中山區林森北路380號,25.0584415,121.5253511
91,屈臣氏延吉門市,02-25785120,台北市松山區延吉街7、7-1號,25.047526,121.553526
