id,name,phone,address,lat,lng
38,萬和店,(02)2239-7758,台北市文山區萬和街6號2樓之2、2樓之3,25.001945499999998,121.56738770000001
21,新生店,(02)2368-6191,台北市大安區新生南路三段2號B1,25.025820899999996,121.534547
36,木新店,(02)2937-3204,台北市文山區木新路三段278巷9號B1,24.981786399999997,121.5576284
35,永安店,(02)2936-2263,台北市文山區木新路二段158-1號,24.984137,121.568877
48,長春店,(02)8712-5676~7,台北市松山區長春路343號,25.054890399999998,121.5451801
49,敦北陽,(02)2716-7228~9,台北市松山區敦化北路199巷5號,25.056731699999997,121.5514737
18,通化陽,(02)2754-5386~7,台北市大安區信義路四段296號B1,25.032974399999997,121.5545027
23,大直店,(02)2533-7796~7,台北市中山區北安路595巷11-13號,25.0823948,121.5479565
24,東光店,(02)2525-3663,台北市中山區林森北路413號B1,25.0599458,121.5257295
9,重慶店,(02)2555-9081~2,台北市大同區重慶北路一段73號B1,25.0523332,121.51425619999999
42,致遠店,(02)2827-4150,台北市北投區致遠一路二段19號、21號、23號,25.1111566,121.5141662
5,通河店,(02)2885-5937,台北市士林區通河街153號、155號,25.0812245,121.52037779999999
31,湖興店,(02)2796-0902~3,台北市內湖區成功路二段320巷19號,25.0676901,121.5899871
28,同安店,(02)2365-1672,台北市中正區同安街71號,25.023327899999998,121.521452
7,陽明店,(02)2836-6280~1,台北市士林區德行東路230號,25.1092068,121.5329697
2,社中店,(02)8811-2281,台北市士林區社中街222號1樓,25.0912965,121.50829660000001
14,大安泰順,(02)2391-3765,台北市大安區和平東路一段145號,25.0267059,121.53072399999999
15,通化店,(02)2704-8933,台北市大安區延吉街250號B1,25.034932100000002,121.55591509999998
10,孔廟店,(02)2593-3600,台北市大同區酒泉街105號,25.0721404,121.515244
41,北投店,(02)2896-8712~3,台北市北投區光明路220號1F,25.136226899999997,121.50459209999998
8,太原店,(02)2558-4038,台北市大同區太原路155、157號,25.0553299,121.516772
47,延壽店,(02)2745-7060,台北市松山區延壽街91號、93號,25.057246600000003,121.56663600000002
51,松德店,(02)2346-3665,台北市信義區松德路99號B1,25.037891000000002,121.57594499999999
52,成福店,(02)2788-4756,台北市南港區成福路183號,25.040907999999998,121.58861499999999
4,陽明山,(02)2862-4435,台北市士林區格致路7號,25.1363417,121.5461712
3,雨聲店,(02)2838-1772,台北市士林區雨聲街52號、52-1號、52巷1號,25.1028914,121.528783
16,正義陽,(02)2777-1516,台北市大安區忠孝東路三段218號B1,25.0414563,121.54036200000002
58,寶興店,(02)2303-8018,台北市萬華區萬大路486巷48號1樓,25.0207204,121.4958461
34,木柵店,(02)2239-6401,台北市文山區木柵路四段153號,24.998866,121.57491200000001
32,東湖2,(02)2633-3044,台北市內湖區東湖路1號,25.0689932,121.6122699
26,農安店,(02)2504-7952,台北市中山區農安街257、259號,25.0648594,121.53548359999999
13,成功店,(02)2706-5280,台北市大安區四維路198巷35號,25.0267956,121.54719779999999
57,莒光店,(02)2332-6726,台北市萬華區西藏路125巷13-15號,25.029392,121.50225449999999
54,東明店,(02)2785-6170,台北市南港區東明街99號1樓,25.054637699999997,121.60090990000002
