id,name,phone,address,lat,lng
45,南屯店,04-2376-1035,台中市西區南屯路一段21號,24.131847,120.66668899999999
62,黎明永春店,04-2389-5938,台中市南屯區黎明路一段1021號,24.137826899999997,120.63716699999999
72,豐原社口店,04-2561-2520,台中市神岡區社口村中山路490號,24.2469322,120.6859919
6,大里中興店,04-2483-4783,台中市大里區中興路二段386之13號,24.106606399999997,120.68982849999999
49,沙鹿靜宜店,04-2652-3432,台中市沙鹿區北勢東路519號,24.2260068,120.57558629999998
40,寧夏店,04-2315-5086,台中市西屯區寧夏路205-1號,24.169833800000003,120.6595121
48,沙鹿中山店,04-2662-1882,台中市沙鹿區中山路187號,24.237212200000002,120.56380659999999
41,黎明二店,04-2452-6538,台中市西屯區黎明路三段329號,24.179914899999996,120.63737479999999
36,東興一店,04-2320-5500,台中市西屯區東興路三段416號(近永豐棧酒店),24.158313,120.65528629999999
22,北平店,04-2299-3093,台中市北區北平路二段168號,24.1712418,120.67742379999999
81,豐原三民店,04-2520-5502,台中市豐原區三民路112號,24.253674,120.71988799999998
5,大里中興二店,04-2495-3980,台中市大里區中興路一段197號,24.090091,120.6930458
9,大雅民生店,04-2568-2533,台中市大雅區民生路一段181號,24.227376500000002,120.6502646
2,大甲蔣公店,04-2688-0150,台中市大甲區蔣公路161號1F,24.346323499999997,120.62142220000001
57,向上二店(原黎明一),04-2380-3575,台中市南屯區向上路二段472號,24.146992,120.636733
69,興大學府店,04-2285-5515,台中市南區學府路40號,24.125514600000002,120.6752233
50,沙鹿鹿寮店,04-2665-7900,台中市沙鹿區成功東街58號,24.242048899999997,120.5628982
54,大墩一店,04-2473-6708,台中市南屯區大墩路271號,24.143273,120.649675
7,大里成功店,04-2496-3457,台中市大里區成功二路6號,24.0922304,120.70366229999999
19,崇德店,04-2246-3233,台中市北屯區崇德路二段289號,24.1771452,120.68561869999999
61,東興二店,04-2473-3918,台中市南屯區東興路二段5號,24.1362086,120.65278700000002
34,中科玉門店,04-2463-0138,台中市西屯區玉門路104號,24.186866000000002,120.61039099999999
18,松竹店,04-2247-3400,台中市北屯區松竹路二段101號,24.1828701,120.69748500000001
3,大肚店,04-2699-2436,台中市大肚區沙田路二段638號,24.150922199999997,120.5455118
35,中科店,04-2461-8766,台中市西屯區西屯路三段164-23號,24.188801899999998,120.617131
8,清泉崗店,04-2565-1488,台中市大雅區中清路四段307之1號1F,24.2306742,120.6407102
20,一中店,04-2225-6688,台中市北區一中街87-1號,24.1500424,120.68517800000001
46,美村一店,04-2320-6326,台中市西區美村路一段141號,24.151657,120.66196599999999
47,美村二店,04-2375-8448,台中市西區美村路一段763號,24.133512200000002,120.66184309999998
51,大智店,04-2221-9899,台中市東區大智路9號,24.136129999999998,120.68835
70,烏日中山店,04-2336-9583,台中市烏日區中山路一段462號,24.107315300000003,120.63622120000001
25,健行店,04-2208-3365,台中市北區健行路516號,24.1592862,120.6792324
16,昌平店,04-2238-9699,台中市北屯區昌平路一段210號,24.1698461,120.69179229999999
4,大里大明店,04-2482-1333,台中市大里區大明路328號,24.115299,120.681299
83,豐原南陽店,04-2515-8833,台中市豐原區南陽路309之2號,24.245531,120.726207
37,河南店,04-2452-9800,台中市西屯區河南路二段396號,24.17315,120.646243
64,黎明一店(原大業),04-2253-3226,台中市南屯區黎明路二段368號,24.150512,120.635602
67,忠孝店,04-2285-5810,台中市南區忠孝路160號,24.129552,120.68240700000001
1,大甲順天店,04-2686-3090,台中市大甲區順天路196號,24.3462002,120.62402990000001
66,復興店,04-2262-7758,台中市南區工學里復興路一段487號,24.1174507,120.6579013
27,漢口一店,04-2231-9228,台中市北區漢口路四段369-3號,24.167328,120.68334899999999
75,中興嶺店,04-2582-5382,台中市新社區中興村170號,24.205417999999998,120.794518
65,大慶店,04-2260-2913,台中市南區大慶街二段6之5號,24.1174907,120.6491977
55,大墩二店,04-2320-7120,台中市南屯區大墩路803號,24.1548883,120.64953259999999
39,七期朝富店,04-2252-1177,台中市西屯區朝富路142號,24.1650757,120.6363291
11,太平中山店,04-2395-3980,台中市太平區中山路四段208號,24.148221,120.70221640000001
17,東山店,04-2436-9970,台中市北屯區東山路一段138之1號,24.1695122,120.7028894
77,潭子頭張店,04-2531-0533,台中市潭子區頭張路一段123號,24.1945003,120.69884270000001
43,繼光店,04-2229-3555,台中市西區民權路59號1樓,24.136825899999998,120.68082
26,漢口二店,04-2295-2282,台中市北區漢口路三段223號,24.167131,120.671668
53,豐勢店,04-2587-2727,台中市東勢區豐勢路218號,24.2509089,120.83030420000001
79,東海二店(原國際),04-2652-7886,台中市龍井區新興路19-1號,24.18084,120.5898854
33,逢甲文華店,04-2451-0551,台中市西屯區文華路100號之3,24.181634699999996,120.64641470000001
13,太平樹孝店,04-2395-5506,台中市太平區樹孝路43-3號,24.150861499999998,120.7164672
10,公園店,04-2223-7886,台中市中區公園路28號,24.1452687,120.6814358
42,民生店,04-2229-8088,台中市西區民生路163號,24.1428325,120.6707998
52,東勢中山店,04-2587-5507,台中市東勢區中山路51號,24.257008600000002,120.8296422
76,潭子勝利店,04-2534-3191,台中市潭子區勝利路340號,24.2140192,120.7006982
30,后里四村店,04-2556-7666,台中市后里區四村路106號,24.305449399999997,120.7132942
58,向心南店,04-2472-6575,台中市南屯區向心南路972號,24.1374141,120.644001
56,公益店,04-2327-2655,台中市南屯區公益路二段158號,24.1510876,120.6479294
71,豐原豐州店,04-2527-8833,台中市神岡區五權路97號,24.257226,120.7122342
68,美村南店,04-2261-3558,台中市南區美村南路235號,24.114913,120.66669099999999
15,四平店,04-2422-3458,台中市北屯區四平路435號,24.1909081,120.68089340000002
29,雙十店,04-2223-5255,台中市北區雙十路二段33號,24.1528196,120.6887338
38,青海店,04-2315-5088,台中市西屯區青海路一段152號,24.16541,120.653485
73,梧棲店,04-2657-3046,台中市梧棲區文化里文化路二段117號,24.254969,120.53033899999998
32,世貿店,04-2355-3700,台中市西屯區中工三路36號,24.1801385,120.61918290000001
78,龍井中央店,04-2630-7227,台中市龍井區中央路二段164號,24.207415700000002,120.523748
28,學士店,04-2206-8891,台中市北區學士路45號,24.154095,120.682065
31,后里甲后店,04-2557-6606,台中市后里區甲后路387號,24.3175056,120.67126850000001
12,太平太平店,04-2276-5466,台中市太平區中興路95號,24.127371,120.71614299999999
84,霧峰店,04-2333-7597,台中市霧峰區中正路861號,24.063639300000002,120.6984683
59,嶺東店,04-2380-8356,台中市南屯區忠勇路43-4號,24.139340899999997,120.61269509999998
24,英才店,04-2203-8190,台中市北區英才路304號,24.1558953,120.6708544
82,豐原中正店,04-2525-5062,台中市豐原區中正路725號,24.24888,120.70118500000001
60,忠勇店,04-2380-8707,台中市南屯區忠勇路80-26-1號,24.1529888,120.61658919999999
21,一中二店,04-2226-1616,台中市北區太平路85號,24.1479249,120.683769
63,黎明三店,04-2479-1332,台中市南屯區黎明路一段51號,24.113395899999997,120.625694
80,東海店,04-2633-7720,台中市龍井區遊園南路218號,24.181852600000003,120.58394640000002
74,清水中山店,04-2622-6999,台中市清水區中山路297號,24.270717,120.575877
23,西屯店,04-2329-6608,台中市北區西屯路一段339號,24.159956,120.66548
44,向上店,04-2310-1313,台中市西區向上路一段388-1號,24.146964899999997,120.655799
14,水湳店,04-2296-6555,台中市北屯區中清路二段367號,24.1793623,120.66756240000001
28,德興店,06-2635445,台南市南區德興路14號,22.966867800000003,120.19208059999998
6,南門店,06-2132255,台南市中西區南門路257號,22.981845,120.20387099999999
11,大橋店,06-2043977,台南市永康區大橋二街46號,23.0188521,120.227501
17,中華東店,06-2678877,台南市東區中華東路3段152號,22.9783783,120.2267024
22,崇學店,06-2601678,台南市東區崇學路190號,22.9819053,120.22551509999998
26,金華二店,06-2230111,台南市南區金華路2段262號,22.981898100000002,120.191768
5,青年店,06-2292227,台南市中西區青年路136號,22.991751100000002,120.209278
9,長榮店,06-2008366,台南市北區長榮路5段39號,23.008048199999998,120.2206206
2,赤崁店,06-2238688,台南市中西區民族路2段260號,22.9975,120.201072
13,中華店,06-3027616,台南市永康區中華路523號,23.012399600000002,120.23135020000001
10,南園店,06-2760490,台南市北區南園街118號,23.007479699999998,120.22556429999999
7,公園路,06-2526049,台南市北區公園路790號,23.0116176,120.21126149999999
19,成大店,06-2755050,台南市東區長榮路三段22號,22.9926671,120.221878
23,富農店,06-2674641,台南市東區富農街二段111號,22.988027300000002,120.2354439
15,安平店,06-2505252,台南市安平區安平路3761號,22.9981689,120.1756209
29,灣裡店,06-2628291,台南市南區灣裡路264號,22.9270777,120.18192909999999
18,東門店,06-3358899,台南市東區東門路2段176號,22.9852642,120.2227756
